0.1218:0.06:0.0688
Earnshaw Street , Covent Garden#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Grosvenor Road, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Berry Street, Clerkenwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. John's Wood Church, The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Triangle Car Park, Hyde Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Harper Road, The Borough#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Royal Avenue 1, Chelsea#0.0714#0.0:0.0:0.0085#1#0.0:0.0:0.0
Brushfield Street, Liverpool Street#0.0241#0.0:0.0098:0.0085#2#0.0:0.0:0.0
Jubilee Gardens, South Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Shoreditch Park, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Chadwell Street, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clifton Road, Maida Vale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Houghton Street, Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westminster University, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kensington Gore, Knightsbridge#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Broadwick Street, Soho#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Princes Square, Bayswater#0.1111#0.0:0.0:0.0085#1#0.0:0.0:0.0
LSBU (Borough Road), Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Mary Axe, Aldgate#0.0333#0.0:0.0098:0.0#1#0.0:0.0:0.0
Tysoe Street, Clerkenwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Southwick Street, Paddington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queen's Gate (North), Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Regency Street, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Belgrave Road, Victoria#0.04#0.0:0.0098:0.0#1#0.0:0.0:0.0
Empire Square, The Borough#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kennington Lane Rail Bridge, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
London Zoo,  The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Baylis Road, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Belvedere Road, South Bank#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Warwick Road, Olympia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Barbican Centre, Barbican#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lower Thames Street, Monument#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Kensington Church Street, Kensington#0.1212#0.0:0.0196:0.0171#4#6.0E-4:0.0:0.0
Tooley Street, Bermondsey#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
North Wharf Road, Paddington#0.0556#0.0:0.0098:0.0#1#0.0:0.0:0.0
Royal Avenue 2, Chelsea#0.0588#0.0:0.0:0.0085#1#0.0:0.0:0.0
Smith Square, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Lambeth North Station, Waterloo#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. John's Wood Road, St. John's Wood#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bedford Way, Bloomsbury#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Elizabeth Bridge, Victoria#0.0667#0.0:0.0:0.0171#2#0.0:0.0:0.0
South Audley Street, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Winsland Street, Paddington#0.0417#0.0048:0.0:0.0#1#0.0:0.0:0.0
Claverton Street, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Montpelier Street, Knightsbridge#0.0#0.0:0.0:0.0#0#0.0:6.0E-4:0.0
Kensington Olympia Station, Olympia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. George's Square, Pimlico#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Swan Street, The Borough#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Knaresborough Place, Earl's Court#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Geraldine Street, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Curlew Street, Shad Thames#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Vincent Square, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Serpentine Car Park, Hyde Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Marylebone Lane, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Putney Pier, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Albert Gate, Hyde Park#0.089#0.0048:0.0588:0.0513#13#0.0:0.0:0.0
Cumberland Gate, Hyde Park#0.0811#0.0145:0.0:0.0#3#0.0:0.0:0.0
Kennington Lane Tesco, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Rathbone Street, Fitzrovia #0.0526#0.0048:0.0:0.0#1#0.0:0.0:0.0
Black Lion Gate, Kensington Gardens#0.0714#0.0048:0.0:0.0#1#0.0012:0.0:0.0
Long Lane , Bermondsey#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Embankment (Savoy), Strand#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Black Prince Road, Vauxhall#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Foley Street, Fitzrovia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Grove End Road, St. John's Wood#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wells Street, Fitzrovia #0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Tyers Gate, Bermondsey#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
The Tennis Courts, The Regent's Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cardinal Place, Victoria#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Dickens Square, Borough#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sackville Street, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Baldwin Street, St. Luke's#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queen Mother Sports Centre, Victoria#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bermondsey Street, Bermondsey#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Palissy Street, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clifton Street, Shoreditch#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ontario Street, Elephant & Castle#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Martin's Street, West End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Graham Street, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
New North Road 1, Hoxton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
