Southampton Place, Holborn:20:1
Sloane Avenue, Knightsbridge:30:11
Cleveland Gardens, Bayswater:16:4
Orsett Terrace, Bayswater:15:1
Seville Street, Knightsbridge:26:24
Eccleston Place, Victoria:19:17
Argyll Road, Kensington:19:12
Porchester Place, Paddington:18:14
Hardwick Street, Clerkenwell:30:6
Collingham Gardens, Earl's Court:14:9
Sumner Place, South Kensington:19:0
Waterloo Road, South Bank:15:9
Strand, Strand:36:6
Appold Street, Liverpool Street:26:0
Gloucester Terrace, Bayswater:23:9
Ashley Place, Victoria:25:16
Warwick Square, Pimlico:19:14
North Audley Street, Mayfair:17:6
Belgrave Square, Belgravia:21:6
Bell Street , Marylebone:18:9
Riverlight North, Nine Elms:24:5
Portland Place, Marylebone:34:3
Alderney Street, Pimlico:14:13
South Wharf Road, Paddington:16:4
Queen's Gate (South), South Kensington:25:1
Nutford Place, Marylebone:18:16
Claremont Square, Angel:18:2
Rampayne Street, Pimlico:21:4
Hyde Park Corner, Hyde Park:28:25
Wardour Street, Soho:16:2
Bankside Mix, Bankside:60:38
Hop Exchange, The Borough:56:17
Milroy Walk, South Bank:30:24
Union Street, The Borough:17:13
Stamford Street, South Bank:27:24
Great Tower Street, Monument:24:12
LMU Commercial Road, Whitechapel:14:5
Dorset Square, Marylebone:16:10
Leman Street, Aldgate:37:12
West Smithfield Rotunda, Farringdon:15:11
Margery Street, Clerkenwell:19:18
Grosvenor Crescent, Belgravia:18:4
Mallory Street, Marylebone:20:12
Denyer Street, Knightsbridge:30:30
Hinde Street, Marylebone:21:4
Cadogan Place, Knightsbridge:34:31
Campden Hill Road, Notting Hill:17:11
Wellington Arch, Hyde Park:36:10
Endsleigh Gardens, Euston:32:7
Moorfields, Moorgate:54:7
Old Brompton Road, South Kensington:30:10
Wormwood Street, Liverpool Street:16:1
St. Luke's Church, Chelsea:20:4
Bramham Gardens, Earl's Court:29:12
Chelsea Green, Chelsea:27:16
Horseferry Road, Westminster:16:4
Knightsbridge, Hyde Park:43:10
Rodney Road , Walworth:24:9
Whiteley's, Bayswater:16:16
Notting Hill Gate Station, Notting Hill:30:20
Great Percy Street, Clerkenwell:23:12
St. James's Square, St. James's:40:10
Whitehall Place, Strand:24:3
Poured Lines, Bankside:31:28
Queen's Gate (Central), South Kensington:31:7
Carey Street, Holborn:16:2
Pall Mall East, West End:22:0
Liverpool Road (N1 Centre), Angel:24:11
Kennington Road  , Vauxhall:36:12
Fashion Street, Whitechapel:30:9
Vaughan Way, Wapping:34:24
Frampton Street, Paddington:32:12
Warren Street Station, Euston:26:8
Colombo Street, Southwark:15:7
Beaumont Street, Marylebone:23:16
Gloucester Street, Pimlico:25:20
Earnshaw Street , Covent Garden:18:2
Grosvenor Road, Pimlico:29:7
Berry Street, Clerkenwell:41:7
St. John's Wood Church, The Regent's Park:50:26
Triangle Car Park, Hyde Park:27:7
Harper Road, The Borough:42:39
Royal Avenue 1, Chelsea:10:6
Brushfield Street, Liverpool Street:34:0
Jubilee Gardens, South Bank:30:22
Shoreditch Park, Hoxton:30:14
Chadwell Street, Angel:18:5
Clifton Road, Maida Vale:22:7
Houghton Street, Strand:15:0
Westminster University, Marylebone:16:6
Kensington Gore, Knightsbridge:23:4
Broadwick Street, Soho:18:0
Princes Square, Bayswater:16:3
LSBU (Borough Road), Elephant & Castle:35:35
St. Mary Axe, Aldgate:21:2
Tysoe Street, Clerkenwell:20:4
Southwick Street, Paddington:17:4
Queen's Gate (North), Kensington:19:2
Regency Street, Westminster:22:8
Belgrave Road, Victoria:29:20
Empire Square, The Borough:46:40
Kennington Lane Rail Bridge, Vauxhall:31:28
London Zoo,  The Regent's Park:32:12
Baylis Road, Waterloo:22:13
Belvedere Road, South Bank:38:33
Warwick Road, Olympia:36:4
Barbican Centre, Barbican:19:2
Lower Thames Street, Monument:24:21
Kensington Church Street, Kensington:17:10
Tooley Street, Bermondsey:17:4
North Wharf Road, Paddington:25:5
Royal Avenue 2, Chelsea:10:9
Smith Square, Westminster:18:12
Lambeth North Station, Waterloo:20:2
St. John's Wood Road, St. John's Wood:35:7
Bedford Way, Bloomsbury:23:3
Elizabeth Bridge, Victoria:34:29
South Audley Street, Mayfair:15:6
Winsland Street, Paddington:15:1
Claverton Street, Pimlico:32:3
Montpelier Street, Knightsbridge:16:14
Kensington Olympia Station, Olympia:25:0
St. George's Square, Pimlico:16:5
Swan Street, The Borough:27:25
Knaresborough Place, Earl's Court:18:8
Geraldine Street, Elephant & Castle:17:14
Curlew Street, Shad Thames:21:14
Vincent Square, Westminster:19:11
Serpentine Car Park, Hyde Park:16:4
Marylebone Lane, Marylebone:24:7
Putney Pier, Wandsworth:28:25
Albert Gate, Hyde Park:28:19
Cumberland Gate, Hyde Park:20:3
Kennington Lane Tesco, Vauxhall:15:11
Rathbone Street, Fitzrovia :16:0
Black Lion Gate, Kensington Gardens:24:17
Long Lane , Bermondsey:20:16
Embankment (Savoy), Strand:41:1
Black Prince Road, Vauxhall:19:14
Foley Street, Fitzrovia:24:6
Grove End Road, St. John's Wood:20:16
Wells Street, Fitzrovia :38:8
Tyers Gate, Bermondsey:36:34
The Tennis Courts, The Regent's Park:16:7
Cardinal Place, Victoria:24:16
Dickens Square, Borough:32:32
Sackville Street, Mayfair:18:2
Baldwin Street, St. Luke's:21:1
Queen Mother Sports Centre, Victoria:26:6
Bermondsey Street, Bermondsey:24:20
Palissy Street, Shoreditch:26:17
Clifton Street, Shoreditch:24:1
Ontario Street, Elephant & Castle:15:6
St. Martin's Street, West End:18:0
Graham Street, Angel:26:19
New North Road 1, Hoxton:22:1
New North Road 2, Hoxton:22:9
Prince Albert Road, The Regent's Park:24:10
Eastbourne Mews, Paddington:34:12
Bunhill Row, Moorgate:30:2
Nevern Place, Earl's Court:20:4
Palace Gardens Terrace, Notting Hill:37:32
Concert Hall Approach 1, South Bank:10:6
Tavistock Street, Covent Garden:33:18
Concert Hall Approach 2, South Bank:18:18
Pembridge Villas, Notting Hill:16:11
Wellington Street , Strand:15:9
Risinghill Street, Angel:25:2
Bank of England Museum, Bank:16:7
Craven Street, Strand:23:1
London Zoo Car Park, The Regent's Park:36:18
Goswell Road (City Uni), Finsbury:17:2
Flood Street, Chelsea:18:0
Lower Marsh, Waterloo:17:8
Grosvenor Square, Mayfair:17:3
St. George Street, Mayfair:18:0
Queen's Gate, Kensington Gardens:21:10
Macclesfield Rd, St Lukes:28:7
Vauxhall Street, Vauxhall:19:19
Greycoat Street , Westminster:17:6
Northumberland Avenue, Strand:37:17
Oval Way, Vauxhall:21:18
South Kensington Station, South Kensington:15:12
Howland Street, Fitzrovia:30:1
High Holborn , Covent Garden:17:0
Butler Place, Westminster:18:2
Howick Place, Westminster:27:6
Waterloo Station 2, Waterloo:55:52
Royal College Street, Camden Town:57:47
Lord's, St. John's Wood:24:7
Alfred Place, Bloomsbury:41:1
City Road, Angel:47:21
Millennium Hotel, Mayfair:27:3
Harrowby Street, Marylebone:16:5
Harriet Street, Knightsbridge:25:10
Paddington Green, Paddington:20:15
King Edward Walk, Waterloo:22:21
Sardinia Street, Holborn:24:8
Prince Consort Road, Knightsbridge:18:2
Waterloo Station 1, Waterloo:36:35
Kensington Town Hall, Kensington:18:4
Millbank Tower, Pimlico:24:5
Waterloo Bridge, South Bank:15:15
Natural History Museum, South Kensington:42:13
Turquoise Island, Notting Hill:21:15
Stanhope Gate, Mayfair:21:0
Charlotte Street, Fitzrovia:14:0
Farm Street, Mayfair:15:0
Frith Street, Soho:18:0
Marloes Road, Kensington:15:2
Moor Street, Soho:16:0
Fire Brigade Pier, Vauxhall:30:9
Southampton Street, Strand:14:0
Upper Grosvenor Street, Mayfair:18:4
Buxton Street 1, Shoreditch:41:13
Clifford Street, Mayfair:27:3
Imperial College, Knightsbridge:21:0
Snow Hill, Farringdon:15:0
Aberdeen Place, St. John's Wood:18:5
Cadogan Gardens, Chelsea:15:15
Shouldham Street, Marylebone:16:10
Devonshire Terrace, Bayswater:16:16
Holland Park, Kensington:30:3
Brick Lane Market, Shoreditch:24:11
George Street, Marylebone:27:2
Columbia Road, Shoreditch:24:23
Penfold Street, Marylebone:15:12
George Place Mews, Marylebone:16:6
Palace Gate, Kensington Gardens:16:14
Gloucester Road Station, South Kensington:15:4
Speakers' Corner 2, Hyde Park:25:23
Speakers' Corner 1, Hyde Park:20:9
Paddington Green Police Station, Paddington:40:32
Strata, Elephant & Castle:21:21
Edgware Road Station, Marylebone:64:42
Walworth Road, Elephant & Castle:33:33
Cleaver Street, Kennington:17:14
Chelsea Bridge, Pimlico:15:6
Southwark Station 1, Southwark:37:36
Southwark Station 2, Southwark:45:20
Eaton Square (South), Belgravia:31:26
Ebury Bridge, Pimlico:29:13
Harrington Square 2, Camden Town:38:9
Vincent Street, Pimlico:17:9
Cheapside, Bank:43:2
Exhibition Road, Knightsbridge:20:1
South Parade, Chelsea:18:1
Crinan Street, King's Cross:20:19
Exhibition Road Museums, South Kensington:22:0
Wren Street, Holborn:33:8
Kennington Station, Kennington:23:19
Red Lion Street, Holborn:36:0
Vauxhall Walk, Vauxhall:27:11
Killick Street, King's Cross:22:18
Kennington Oval, Oval:33:32
Sail Street, Vauxhall:24:15
Walmer Road, Avondale:24:14
Philpot Street, Whitechapel:30:28
Bethnal Green Garden, Bethnal Green:24:17
Cheshire Street, Bethnal Green:28:9
York Hall, Bethnal Green:27:19
Jubilee Crescent, Cubitt Town:54:51
Fisherman's Walk West, Canary Wharf:36:33
Shadwell Station, Shadwell:35:16
Jubilee Street, Stepney:28:16
Hermitage Court, Wapping:16:9
St. Katharine's Way, Tower:24:16
Garnet Street, Shadwell:24:14
Napier Avenue, Millwall:20:20
East Ferry Road, Cubitt Town:17:8
Parkway, Camden Town:33:28
Castlehaven Road, Camden Town:29:19
Wapping Lane, Wapping:28:25
Gunmakers Lane, Old Ford:17:15
Burdett Road, Mile End:33:32
Aston Street, Stepney:26:14
Bonny Street, Camden Town:45:43
Thurtle Road, Haggerston:22:3
St. Mary & St. Michael Church, Stepney:25:3
Pitfield Street North,Hoxton:28:0
Whiston Road, Haggerston:21:4
Southern Grove, Bow:17:7
Cantrell Road, Bow:24:23
Lindfield Street, Poplar:44:8
Mostyn Grove, Bow:46:12
Hewison Street, Old Ford:19:19
Malmesbury Road, Bow:21:17
Millharbour, Millwall:19:14
Castalia Square, Cubitt Town:39:11
Lightermans Road, Millwall:57:27
Stebondale Street, Cubitt Town:29:27
Spindrift Avenue, Millwall:36:32
Pott Street, Bethnal Green:20:8
Flamborough Street, Limehouse:25:1
Saunders Ness Road, Cubitt Town:35:31
Thornfield House, Poplar:26:21
Albert Gardens, Stepney:33:6
Bromley High Street, Bow:24:23
Old Ford Road, Bethnal Green:24:13
Granby Street, Shoreditch:37:5
Canton Street, Poplar:23:8
Reardon Street, Wapping:22:11
Christian Street, Whitechapel:34:5
Pennington Street, Wapping:45:44
South Quay East, Canary Wharf:36:27
Devons Road, Bow:39:38
Bow Road Station, Bow:42:37
Furze Green, Bow:36:32
Cephas Street, Bethnal Green:24:20
St. John's Park, Cubitt Town:30:23
Ackroyd Drive, Bow:29:5
Bell Lane, Liverpool Street:23:6
Clarkson Street, Bethnal Green:31:12
Fournier Street, Whitechapel:18:4
Fore Street, Guildhall:19:5
Westferry DLR, Limehouse:40:32
Sutton Street, Shadwell:33:22
Pritchard's Road, Bethnal Green:30:8
Watney Market, Stepney:51:27
Portman Square, Marylebone:17:3
Russell Gardens, Olympia:24:5
Chrisp Street Market, Poplar:18:10
Ford Road, Old Ford:18:14
Antill Road, Mile End:30:23
Teviot Street, Poplar:33:5
Bancroft Road, Bethnal Green:21:20
Driffield Road, Old Ford:19:15
Clinton Road, Mile End:36:31
Langdon Park, Poplar:24:14
Lancaster Gate , Bayswater:38:12
Lancaster Drive, Blackwall:27:5
Hansard Mews, Holland Park:20:18
Clarges Street, Mayfair:16:1
Manresa Road, Chelsea:18:3
Newby Place, Poplar:18:13
Twig Folly Bridge, Mile End:21:10
Jubilee Plaza, Canary Wharf:63:0
Wellington Row, Bethnal Green:33:3
Goldsmith's Row, Haggerston:27:21
Gloucester Avenue, Camden Town:24:22
Queensbridge Road, Haggerston:35:26
Old Montague Street, Whitechapel:18:12
Naval Row, Blackwall:21:21
Hoxton Station, Hoxton:22:11
Albany Street, The Regent's Park:27:25
Green Park Station, Mayfair:28:13
Salmon Lane, Limehouse:33:10
Lansdowne Walk, Ladbroke Grove:21:8
Percival Street, Finsbury:22:4
Arlington Road, Camden Town:24:18
New Fetter Lane, Holborn:21:0
East India DLR, Blackwall:51:44
Westminster Bridge Road, Elephant & Castle:26:12
Gaywood  Street, Elephant & Castle:45:16
Harford Street, Mile End:23:16
Montgomery Square, Canary Wharf:39:29
Watney Street, Shadwell:27:3
Regent's Row , Haggerston :24:2
Aberfeldy Street, Poplar:16:6
Westfield Eastern Access Road, Shepherd's Bush:56:55
Heron Quays DLR, Canary Wharf:27:4
King Edward Street, St Pauls:20:1
Page Street, Westminster:24:13
Abbotsbury Road, Holland Park:24:3
Ladbroke Grove Central, Ladbroke Grove:21:4
Rectory Square, Stepney:22:8
Bury Place, Holborn:21:0
Preston's Road, Cubitt Town:26:4
Somerset House, Strand:41:7
Selby Street, Whitechapel:17:17
Westfield Ariel Way, White City:42:39
Bishop's Bridge Road West, Bayswater:18:10
Pitfield Street Central, Hoxton:22:5
Upper Bank Street, Canary Wharf:36:30
Westfield Southern Terrace ,Shepherd's Bush:29:24
Greenland Road, Camden Town:36:32
Limerston Street, West Chelsea:18:10
Eagle Wharf Road, Hoxton:44:14
Alpha Grove, Millwall:23:11
Globe Town Market, Bethnal Green:20:17
Hollybush Gardens, Bethnal Green:32:30
Queen Street 2, Bank:36:0
Doddington Grove, Kennington:36:35
New Cavendish Street, Marylebone:18:1
Abingdon Green, Westminster:20:14
Ilchester Gardens, Bayswater:21:9
Mudchute DLR, Cubitt Town:31:16
Monument Street, Monument:22:21
Hoxton Street, Hoxton:27:8
Drayton Gardens, West Chelsea:18:6
Greenberry Street, St.John's Wood:26:13
Westfield Library Corner, Shepherd's Bush:27:23
Bishop's Bridge Road East, Bayswater:20:17
Northdown Street, King's Cross:21:5
Kingsway Southbound, Strand:33:4
Hammersmith Road, Hammersmith:22:21
Parson's Green , Parson's Green:21:14
Fulham Park Road, Fulham:27:16
Southerton Road, Hammersmith:38:30
Manbre Road, Hammersmith:28:3
South Lambeth Road, Vauxhall:21:8
BBC White City, White City:36:4
Union Grove, Wandsworth Road:45:44
Caldwell Street, Stockwell:44:38
St Martins Close, Camden Town:18:17
Seymour Place, Marylebone:20:12
Addison Road, Holland Park:26:14
Putney Bridge Station, Fulham:21:18
Colet Gardens, Hammersmith:30:5
Sugden Road, Clapham:19:14
Danvers Street, West Chelsea:21:10
Princedale Road , Holland Park:20:3
Wandsworth Rd, Isley Court, Wandsworth Road:30:29
Woodstock Grove, Shepherd's Bush:24:19
Bradmead, Battersea Park:40:13
Finlay Street, Fulham:24:24
Aintree Street, Fulham:24:10
Elysium Place, Fulham:21:13
Eel Brook Common, Walham Green:24:24
Irene Road, Parsons Green:43:15
Surrey Lane, Battersea:28:7
Wandsworth Town Station, Wandsworth:33:30
Lansdowne Road, Ladbroke Grove:29:26
Nantes Close, Clapham Junction:22:17
Courland Grove, Wandsworth Road:40:37
Queen's Circus, Battersea Park:28:23
Normand Park, West Kensington:24:23
Holden Street, Battersea:20:20
William Morris Way, Sands End:26:24
Morie Street, Wandsworth:28:27
Clarence Walk, Stockwell:28:18
Battersea Park Road, Nine Elms:27:11
Sheepcote Lane, Battersea:28:26
Vereker Road North, West Kensington:32:3
Brook Green South, Brook Green:33:27
Greyhound Road, Hammersmith:37:6
South Park, Sands End:28:17
Spencer Park, Wandsworth Common:25:18
Falcon Road, Clapham Junction:28:25
Coomer Place, West Kensington:27:21
Silverthorne Road, Battersea:28:6
Archbishop's Park, Waterloo:23:23
Fawcett Close, Clapham Junction:36:5
All Saints' Road, Portobello:22:8
Rainville Road, Hammersmith:36:15
Great Suffolk Street, The Borough:21:7
Buckingham Gate, Westminster:16:10
Richmond Way, Shepherd's Bush:27:24
Peterborough Road, Sands End:30:9
World's End Place, West Chelsea:22:10
St. Mark's Road, North Kensington:23:6
Thorndike Close, West Chelsea:25:3
Evesham Street, Avondale:29:9
Simpson Street, Clapham Junction:25:18
Ashmole Estate, Oval:34:34
Crabtree Lane, Fulham:27:14
Broomhouse Lane, Parsons Green:29:0
Blythe Road West, Shepherd's Bush:21:4
Ethelburga Estate, Battersea Park:30:16
Grant Road West, Clapham Junction:57:51
West Kensington Station, West Kensington:22:14
All Saints Church, Portobello:37:8
Phene Street, Chelsea:24:3
Clarendon Road, Avondale:24:17
Austin Road, Battersea Park:24:16
Smugglers Way, Wandsworth:28:25
Olympia Way, Olympia:38:15
Shepherd's Bush Road North, Shepherd's Bush:34:20
Ravenscourt Park Station, Hammersmith:26:22
Teversham Lane, Stockwell:39:37
Ashley Crescent, Battersea:28:19
Parsons Green Station, Parsons Green:56:31
Grant Road Central, Clapham Junction:28:26
Hibbert Street, Clapham Junction:36:28
Carnegie Street, King's Cross:40:7
Usk Road, Clapham Junction:30:30
Hartington Road, Stockwell:35:31
Heath Road, Battersea:27:23
Esmond Street, Putney:30:25
Orbel Street, Battersea:26:20
Westbridge Road, Battersea:28:20
Bishop's Avenue, Fulham:46:6
Crisp Road, Hammersmith:46:12
Dorothy Road, Clapham Junction:28:12
Neville Gill Close, Wandsworth:32:32
Osiers Road, Wandsworth:30:17
Beryl Road, Hammersmith:26:2
Maclise Road, Olympia:26:12
Northfields, Wandsworth:28:6
Spanish Road, Clapham Junction:30:8
Stanley Grove, Battersea:24:3
Erin Close, Walham Green:24:24
Cadogan Close, Victoria Park:22:20
Felsham Road, Putney:18:14
Putney Rail Station, Putney:20:18
Islington Green, Angel:21:20
Charing Cross Hospital, Hammersmith:21:1
Charlotte Terrace, Angel:25:13
Shoreditch Court, Haggerston:35:16
Belford House, Haggerston:39:5
Battersea Church Road, Battersea:25:0
Vicarage Crescent, Battersea:30:14
Durant Street, Bethnal Green:24:4
St. Bride Street, Holborn:25:0
Mexfield Road, East Putney:18:15
Upper Richmond Road, Putney:25:3
Snowsfields, London Bridge:31:16
Barons Court Station, West Kensington:32:0
Disraeli Road, Putney:33:32
Montserrat Road , Putney:23:22
Albert Bridge Road, Battersea Park:20:20
Everington Street, Fulham:31:16
Mile End Stadium, Mile End:22:4
Hawley Crescent, Camden Town:22:22
Stewart's Road, Wandsworth Road:28:22
Aylward Street, Stepney:22:4
Stainsby Road , Poplar:24:6
Dunston Road , Haggerston:43:21
Ada Street, Hackney Central:45:19
Victoria Park Road, Hackney Central:34:13
Star Road, West Kensington:24:9
Wendon Street, Old Ford:18:16
Finnis Street, Bethnal Green:19:10
Stephendale Road, Sands End:48:33
Alma Road, Wandsworth:28:0
Thessaly Road North, Wandsworth Road:28:28
Alfreda Street, Battersea Park:22:21
Chesilton Road, Fulham:23:0
Putney Bridge Road, East Putney:29:6
St. Peter's Terrace, Fulham:24:15
Bridge Avenue, Hammersmith:18:7
Michael Road, Walham Green:37:13
Duke Street Hill, London Bridge:21:5
Park Lane, Mayfair:18:1
Plough Terrace, Clapham Junction:31:10
Grant Road East, Clapham Junction:35:18
Queensdale Road, Shepherd's Bush:27:13
Fulham Broadway, Walham Green:26:24
Imperial Road, Sands End:37:21
Hortensia Road, West Brompton:28:26
Sirdar Road, Avondale:26:9
Freston Road, Avondale:23:18
Blenheim Crescent, Ladbroke Grove:22:12
Oxford Road, Putney:29:25
Ingrave Street, Clapham Junction:30:12
Upcerne Road, West Chelsea:29:16
Lots Road, West Chelsea:24:6
Ormonde Gate, Chelsea:24:21
Hertford Road, De Beauvoir Town:25:8
Haggerston Road, Haggerston :37:22
Culvert Road, Battersea:27:24
Newton Street, Covent Garden:24:0
Manfred Road, East Putney:29:11
Hammersmith Town Hall, Hammersmith:28:27
Grenfell Road, Avondale:24:20
The Vale, West Chelsea:24:15
Prince of Wales Drive, Battersea Park:21:17
Harcourt Terrace, West Brompton:24:22
Westbourne Park Road, Portobello:23:14
Broadley Terrace, Marylebone:18:1
Rossmore Road, Marylebone:18:5
Humbolt Road, Fulham:27:9
Storey's Gate, Westminster:21:7
Mile End Park Leisure Centre, Mile End:47:38
St. John's Road, Clapham Junction:33:30
Ranelagh Gardens, Fulham:39:36
Ram Street, Wandsworth:25:25
Santos Road, Wandsworth:30:13
Clapham Common North side, Clapham Common:37:34
Sandilands Road, Walham Green:21:14
Gwendwr Road, West Kensington:30:21
Rifle Place, Avondale:21:19
Binfield Road, Stockwell:35:30
Tallis Street, Temple:24:2
Hurlingham Park, Parsons Green:20:8
Little Brook Green, Brook Green:33:32
Abyssinia Close, Clapham Junction:20:17
Limburg Road, Clapham Junction:21:15
Houndsditch, Aldgate:28:6
Imperial Wharf Station:25:23
